Time (UTC),Amplitude (a.u.),R-R (ms)
13:32:57.780 -> 71      233,,
13:32:57.926 -> 70      146,,
13:32:58.104 -> 71      148,,
13:32:58.246 -> 73      147,,
13:32:58.392 -> 70      145,,
13:32:58.541 -> 71      147,,
13:32:58.679 -> 111      164,,
13:32:58.748 -> 50      65,,
13:33:00.404 -> 112      1650,,
13:33:00.477 -> 0      65,,
13:33:02.128 -> 113      1652,,
13:33:02.196 -> 102      64,,
13:33:02.338 -> 70      161,,
13:33:02.513 -> 70      147,,
13:33:02.657 -> 70      147,,
13:33:02.804 -> 72      148,,
13:33:02.944 -> 70      148,,
13:33:03.087 -> 73      149,,
13:33:03.228 -> 72      147,,
13:33:03.342 -> 111      89,,
13:33:03.379 -> 59      65,,
13:33:05.029 -> 112      1649,,
13:33:05.102 -> 0      65,,
13:33:06.756 -> 113      1650,,
13:33:06.831 -> 102      66,,
13:33:07.090 -> 71      247,,
13:33:07.231 -> 72      146,,
13:33:07.379 -> 71      150,,
13:33:07.529 -> 73      148,,
13:33:07.670 -> 70      147,,
13:33:07.816 -> 73      148,,
13:33:07.967 -> 111      141,,
13:33:08.043 -> 49      66,,
13:33:09.670 -> 112      1647,,
13:33:09.744 -> 0      64,,
13:33:11.388 -> 113      1651,,
13:33:11.469 -> 102      64,,
13:33:11.670 -> 71      199,,
13:33:11.796 -> 71      146,,
13:33:11.963 -> 71      147,,
13:33:12.086 -> 71      147,,
13:33:12.236 -> 70      147,,
13:33:12.386 -> 73      147,,
13:33:12.586 -> 111      198,,
13:33:12.660 -> 52      64,,
13:33:14.310 -> 112      1650,,
13:33:14.353 -> 0      65,,
13:33:16.008 -> 113      1652,,
13:33:16.082 -> 102      65,,
13:33:16.232 -> 71      135,,
13:33:16.385 -> 70      147,,
13:33:16.506 -> 72      147,,
13:33:16.670 -> 71      148,,
13:33:16.828 -> 73      148,,
13:33:16.954 -> 70      146,,
13:33:17.116 -> 70      148,,
13:33:17.219 -> 111      109,,
13:33:17.296 -> 52      65,,
13:33:18.928 -> 112      1649,,
13:33:19.007 -> 0      66,,
13:33:20.646 -> 113      1652,,
13:33:20.720 -> 102      64,,
13:33:20.969 -> 71      231,,
13:33:21.094 -> 71      148,,
13:33:21.253 -> 72      147,,
13:33:21.409 -> 70      149,,
13:33:21.529 -> 70      147,,
13:33:21.687 -> 71      149,,
13:33:21.846 -> 111      160,,
13:33:21.928 -> 50      64,,
13:33:23.586 -> 112      1650,,
13:33:23.628 -> 0      65,,
13:33:25.307 -> 113      1652,,
13:33:25.340 -> 102      65,,
13:33:25.548 -> 71      182,,
13:33:25.670 -> 72      146,,
13:33:25.825 -> 71      149,,
13:33:25.989 -> 70      146,,
13:33:26.111 -> 71      149,,
13:33:26.265 -> 73      147,,
13:33:26.469 -> 111      208,,
13:33:26.549 -> 51      65,,
13:33:28.204 -> 112      1649,,
13:33:28.254 -> 0      66,,
13:33:29.928 -> 113      1650,,
13:33:29.970 -> 102      65,,
13:33:30.128 -> 70      141,,
13:33:30.286 -> 72      149,,
13:33:30.436 -> 72      148,,
13:33:30.555 -> 72      149,,
13:33:30.712 -> 70      147,,
13:33:30.872 -> 71      150,,
13:33:31.029 -> 71      148,,
13:33:31.112 -> 111      96,,
13:33:31.193 -> 57      67,,
13:33:32.846 -> 112      1649,,
13:33:32.889 -> 0      65,,
13:33:34.567 -> 113      1652,,
13:33:34.606 -> 102      64,,
13:33:34.729 -> 102      117,,
13:33:34.883 -> 70      144,,
13:33:35.029 -> 73      150,,
13:33:35.187 -> 71      148,,
13:33:35.310 -> 71      148,,
13:33:35.465 -> 70      146,,
13:33:35.628 -> 71      150,,
13:33:35.747 -> 111      126,,
13:33:35.821 -> 49      65,,
13:33:37.477 -> 112      1650,,
13:33:37.520 -> 0      66,,
13:33:39.196 -> 113      1650,,
13:33:39.234 -> 102      65,,
13:33:39.477 -> 72      240,,
13:33:39.636 -> 71      150,,
13:33:39.792 -> 72      147,,
13:33:39.948 -> 71      150,,
13:33:40.066 -> 70      146,,
13:33:40.231 -> 72      148,,
13:33:40.397 -> 111      145,,
13:33:40.438 -> 50      65,,
13:33:42.079 -> 112      1649,,
13:33:42.156 -> ,,
13:33:45.149 -> ,,
13:33:45.149 -> A: 0 Writing A: 0,,
13:33:45.391 -> B: 1 Writing B: 01,,
13:33:46.069 -> C: 70 Writing C: 1012,,
13:33:47.597 -> D: 0 Writing D: 0000,,
13:33:48.615 -> Writing Complete ,,
13:33:48.698 -> ,,
13:33:48.698 -> 0      6611,,
13:33:49.888 -> 0      1161,,
13:33:50.007 -> 102      114,,
13:33:50.084 -> 1      116,,
13:33:50.208 -> 103      115,,
13:33:50.328 -> 70      113,,
13:33:50.447 -> 104      115,,
13:33:50.570 -> 0      115,,
13:33:50.680 -> 105      115,,
13:33:50.790 -> 12      114,,
13:33:50.992 -> 111      207,,
13:33:51.069 -> 37      67,,
13:33:52.712 -> 112      1646,,
13:33:52.780 -> 0      66,,
13:33:54.436 -> 113      1650,,
13:33:54.516 -> 102      65,,
13:33:54.596 -> 122      116,,
13:33:54.676 -> 122      66,,
13:33:54.862 -> 73      183,,
13:33:55.021 -> 73      149,,
13:33:55.179 -> 70      148,,
13:33:55.294 -> 70      150,,
13:33:55.444 -> 73      149,,
13:33:55.611 -> 70      149,,
13:33:55.778 -> 70      149,,
13:33:55.891 -> 73      150,,
13:33:56.048 -> 70      147,,
13:33:56.206 -> 72      151,,
13:33:56.372 -> 70      149,,
13:33:56.490 -> 70      150,,
13:33:56.642 -> 70      149,,
13:33:56.797 -> 72      149,,
13:33:56.942 -> 70      150,,
13:33:57.105 -> 71      150,,
13:33:57.270 -> 71      150,,
13:33:57.429 -> 72      148,,
13:33:57.550 -> 71      150,,
13:33:57.710 -> 70      149,,
13:33:57.870 -> 70      151,,
13:33:57.992 -> 70      149,,
13:33:58.149 -> 72      150,,
13:33:58.305 -> 73      151,,
13:33:58.455 -> 70      151,,
13:33:58.610 -> 70      150,,
13:33:58.764 -> 70      150,,
13:33:58.929 -> 73      150,,
13:33:59.047 -> 72      148,,
13:33:59.207 -> 70      149,,
13:33:59.363 -> 71      151,,
13:33:59.515 -> 71      149,,
13:33:59.671 -> 70      150,,
13:33:59.795 -> 71      151,,
13:33:59.954 -> 71      151,,
13:34:00.121 -> 71      150,,
13:34:00.286 -> 71      150,,
13:34:00.407 -> 71      147,,
13:34:00.567 -> 71      154,,
13:34:00.728 -> 70      149,,
13:34:00.879 -> 71      152,,
13:34:01.036 -> 70      147,,
13:34:01.155 -> 70      150,,
13:34:01.310 -> 70      149,,
13:34:01.461 -> 73      152,,
13:34:01.613 -> 70      149,,
13:34:01.767 -> 70      148,,
13:34:01.929 -> 71      151,,
13:34:02.053 -> 70      148,,
13:34:02.206 -> 71      152,,
13:34:02.361 -> 72      148,,
13:34:02.524 -> 71      151,,
13:34:02.678 -> 70      149,,
13:34:02.799 -> 72      151,,
13:34:02.960 -> 72      151,,
13:34:03.123 -> 70      150,,
13:34:03.281 -> 71      150,,
13:34:03.407 -> 70      150,,
13:34:03.567 -> 71      150,,
13:34:03.728 -> 73      151,,
13:34:03.853 -> 73      149,,
13:34:04.008 -> 73      150,,
13:34:04.170 -> 72      147,,
13:34:04.328 -> 72      149,,
13:34:04.454 -> 72      150,,
13:34:04.608 -> 71      152,,
13:34:04.769 -> 71      150,,
13:34:04.921 -> 71      149,,
13:34:05.087 -> 72      147,,
13:34:05.212 -> 70      150,,
13:34:05.361 -> 72      149,,
13:34:05.528 -> 73      151,,
13:34:05.687 -> 71      149,,
13:34:05.812 -> 72      148,,
13:34:05.966 -> 71      149,,
13:34:06.124 -> 70      149,,
13:34:06.287 -> 70      149,,
13:34:06.407 -> 71      151,,
13:34:06.569 -> 72      148,,
13:34:06.736 -> 72      150,,
13:34:06.887 -> 70      150,,
13:34:07.002 -> 71      151,,
13:34:07.148 -> 70      149,,
13:34:07.311 -> 72      150,,
13:34:07.472 -> 71      151,,
13:34:07.633 -> 72      148,,
13:34:07.788 -> 71      152,,
13:34:07.901 -> 72      148,,
13:34:08.065 -> 70      150,,
13:34:08.228 -> 70      149,,
13:34:08.355 -> 72      150,,
13:34:08.513 -> 70      149,,
13:34:08.671 -> 70      151,,
13:34:08.829 -> 70      150,,
13:34:08.949 -> 70      150,,
13:34:09.112 -> 71      150,,
13:34:09.270 -> 70      150,,
13:34:09.421 -> 72      150,,
13:34:09.587 -> 70      150,,
13:34:09.708 -> 70      149,,
13:34:09.863 -> 71      151,,
13:34:10.019 -> 72      150,,
13:34:10.180 -> 71      152,,
13:34:10.305 -> 71      150,,
13:34:10.471 -> 70      149,,
13:34:10.624 -> 71      150,,
13:34:10.787 -> 73      151,,
13:34:10.907 -> 70      148,,
13:34:11.064 -> 72      151,,
13:34:11.230 -> 71      151,,
13:34:11.395 -> 70      149,,
13:34:11.515 -> 73      151,,
13:34:11.664 -> 70      149,,
13:34:11.823 -> 72      150,,
13:34:11.979 -> 71      151,,
13:34:12.136 -> 71      151,,
13:34:12.267 -> 72      149,,
13:34:12.429 -> 70      152,,
13:34:12.588 -> 70      151,,
13:34:12.755 -> 72      152,,
13:34:12.872 -> 71      151,,
13:34:13.031 -> 71      150,,
13:34:13.192 -> 71      150,,
13:34:13.352 -> 73      151,,
13:34:13.508 -> 72      149,,
13:34:13.626 -> 72      150,,
13:34:13.783 -> 70      151,,
13:34:13.936 -> 73      150,,
13:34:14.090 -> 71      150,,
13:34:14.247 -> 70      149,,
13:34:14.408 -> 72      150,,
13:34:14.527 -> 70      150,,
13:34:14.684 -> 71      152,,
13:34:14.846 -> 71      150,,
13:34:14.992 -> 73      152,,
13:34:15.149 -> 71      149,,
13:34:15.311 -> 71      150,,
13:34:15.426 -> 72      149,,
13:34:15.592 -> 72      151,,
13:34:15.747 -> 73      151,,
13:34:15.893 -> 70      150,,
13:34:16.047 -> 72      150,,
13:34:16.207 -> 72      151,,
13:34:16.367 -> 71      152,,
13:34:16.527 -> 72      150,,
13:34:16.647 -> 72      151,,
13:34:16.807 -> 72      150,,
13:34:16.970 -> 72      151,,
13:34:17.089 -> 70      150,,
13:34:17.247 -> 72      151,,
13:34:17.412 -> 72      150,,
13:34:17.570 -> 70      150,,
13:34:17.692 -> 72      150,,
13:34:17.847 -> 70      151,,
13:34:18.032 -> 72      150,,
13:34:18.155 -> 71      152,,
13:34:18.307 -> 72      150,,
13:34:18.471 -> 72      149,,
13:34:18.630 -> 71      152,,
13:34:18.755 -> 71      149,,
13:34:18.912 -> 71      151,,
13:34:19.071 -> 72      149,,
13:34:19.232 -> 71      152,,
13:34:19.355 -> 71      151,,
13:34:19.507 -> 72      150,,
13:34:19.663 -> 73      152,,
13:34:19.829 -> 72      151,,
13:34:19.990 -> 70      150,,
13:34:20.147 -> 70      151,,
13:34:20.272 -> 71      152,,
13:34:20.430 -> 71      150,,
13:34:20.580 -> 70      150,,
13:34:20.747 -> 70      150,,
13:34:20.869 -> 71      151,,
13:34:21.024 -> 72      149,,
13:34:21.187 -> 73      152,,
13:34:21.352 -> 73      151,,
13:34:21.471 -> 70      150,,
13:34:21.633 -> 70      150,,
13:34:21.793 -> 72      152,,
13:34:21.955 -> 72      151,,
13:34:22.107 -> 72      152,,
13:34:22.257 -> 70      151,,
13:34:22.379 -> 72      150,,
13:34:22.537 -> 71      151,,
13:34:22.697 -> 72      149,,
13:34:22.856 -> 71      151,,
13:34:23.008 -> 73      150,,
13:34:23.171 -> 72      150,,
13:34:23.287 -> 71      152,,
13:34:23.455 -> 71      151,,
13:34:23.608 -> 72      150,,
13:34:23.763 -> 71      152,,
13:34:23.930 -> 73      150,,
13:34:24.056 -> 70      149,,
13:34:24.216 -> 72      151,,
13:34:24.374 -> 70      151,,
13:34:24.530 -> 71      151,,
13:34:24.647 -> 71      151,,
13:34:24.808 -> 70      150,,
13:34:24.971 -> 72      151,,
13:34:25.129 -> 72      152,,
13:34:25.291 -> 73      152,,
13:34:25.409 -> 72      151,,
13:34:25.572 -> 73      151,,
13:34:25.734 -> 72      151,,
13:34:25.855 -> 72      150,,
13:34:26.021 -> 71      152,,
13:34:26.179 -> 70      149,,
13:34:26.337 -> 72      151,,
13:34:26.497 -> 71      152,,
13:34:26.615 -> 70      149,,
13:34:26.797 -> 71      152,,
13:34:26.951 -> 70      149,,
13:34:27.069 -> 72      152,,
13:34:27.227 -> 70      150,,
13:34:27.382 -> 71      152,,
13:34:27.532 -> 72      149,,
13:34:27.692 -> 72      151,,
13:34:27.848 -> 70      151,,
13:34:28.005 -> 71      152,,
13:34:28.161 -> 73      152,,
13:34:28.288 -> 73      151,,
13:34:28.453 -> 71      151,,
13:34:28.607 -> 70      149,,
13:34:28.727 -> 72      152,,
13:34:28.883 -> 72      150,,
13:34:29.042 -> 73      152,,
13:34:29.208 -> 72      149,,
13:34:29.371 -> 70      152,,
13:34:29.488 -> 72      152,,
13:34:29.649 -> 71      151,,
13:34:29.795 -> 72      150,,
13:34:29.952 -> 73      152,,
13:34:30.113 -> 73      152,,
13:34:30.271 -> 73      150,,
13:34:30.432 -> 73      151,,
13:34:30.551 -> 72      149,,
13:34:30.705 -> 70      151,,
13:34:30.867 -> 70      151,,
13:34:31.027 -> 71      153,,
13:34:31.152 -> 71      152,,
13:34:31.314 -> 70      151,,
13:34:31.472 -> 71      152,,
13:34:31.628 -> 72      149,,
13:34:31.787 -> 70      151,,
13:34:31.942 -> 71      151,,
13:34:32.067 -> 72      151,,
13:34:32.230 -> 72      151,,
13:34:32.387 -> 70      152,,
13:34:32.547 -> 73      152,,
13:34:32.671 -> 73      150,,
13:34:32.857 -> 71      152,,
13:34:32.980 -> 71      150,,
13:34:33.139 -> 71      152,,
13:34:33.295 -> 70      150,,
13:34:33.455 -> 70      151,,
13:34:33.614 -> 70      150,,
13:34:33.767 -> 70      153,,
13:34:33.887 -> 72      151,,
13:34:34.045 -> 70      151,,
13:34:34.205 -> 72      153,,
13:34:34.373 -> 70      151,,
13:34:34.532 -> 72      153,,
13:34:34.644 -> 71      151,,
13:34:34.808 -> 71      152,,
13:34:34.970 -> 72      150,,
13:34:35.123 -> 72      152,,
13:34:35.287 -> 71      153,,
13:34:35.407 -> 72      150,,
13:34:35.569 -> 72      152,,
13:34:35.729 -> 72      152,,
13:34:35.889 -> 70      152,,
13:34:36.046 -> 73      152,,
13:34:36.206 -> 72      152,,
13:34:36.330 -> 72      152,,
13:34:36.489 -> 71      153,,
13:34:36.652 -> 71      152,,
13:34:36.808 -> 72      150,,
13:34:36.930 -> 72      152,,
13:34:37.088 -> 72      151,,
13:34:37.252 -> 70      152,,
13:34:37.409 -> 71      152,,
13:34:37.568 -> 73      152,,
13:34:37.721 -> 71      152,,
13:34:37.840 -> 71      152,,
13:34:37.998 -> 70      150,,
13:34:38.153 -> 72      151,,
13:34:38.311 -> 70      153,,
13:34:38.472 -> 73      154,,
13:34:38.637 -> 73      152,,
13:34:38.756 -> 70      150,,
13:34:38.911 -> 71      154,,
